title,listing_url,source_website,img_of_unit,days_ago_posted,post_updated,first_seen,last_seen,status,address,street_address,neighbourhood,city,province,price,bedrooms,bathrooms,square_feet,lot_size,property_type,post_description,move_in_date,security_deposit,min_rental_period,amenities,features,facilities,pet,appliances,parking,locker,smoking,agent_name,brokerage,listing_id,listing_hash,latitude,longitude,furnished,pets_allowed,utilities_included,description,is_active
Waldorf Studios,https://www.kijiji.ca/v-apartments-condos/vancouver/waldorf-studios/1734736283,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"116 West Hastings Street, Vancouver, BC, V6B 1G8",116 West Hastings Street,Hastings,Vancouver,BC,1685,Studio/Bachelor,1,351,N/A,Apartment,"Waldorf Studios Come and experience the newly renovated, modern, Waldorf Studio Apartments! Available to rent in the Crosstown / Gastown area. These are not your standard Studio units. The Building: ...",N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1734736283,32ecdc9cb0129f0759f2d9784477f2ca,N/A,N/A,N/A,N/A,N/A,N/A,1
1806-583 Beach Crescent,https://www.kijiji.ca/v-apartments-condos/vancouver/1806-583-beach-crescent/1738347887,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"583 Beach Crescent, Vancouver, BC, V6Z 3E6",583 Beach Crescent,Vancouver,Vancouver,BC,3700,2,2,1055,N/A,N/A,"1806-583 Beach Crescent Welcome to Park West 2! Located at 583 Beach Crescent in Vancouver’s vibrant Yaletown neighbourhood, Park West 2 is a 36-storey concrete high-rise developed by Concord Pacific ...",N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1738347887,712acdd8b309103959c762822c3b1899,N/A,N/A,N/A,N/A,N/A,N/A,1
Addition Living 1 BR APT Rental 1503-1133 Hornby St Vancouver: V,https://www.kijiji.ca/v-apartments-condos/vancouver/addition-living-1-br-apt-rental-1503-1133-hornby-st-vancouver:-v/1737977798,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1133 Hornby Street, Vancouver, BC, V6Z 1W1",1133 Hornby Street,Vancouver,Vancouver,BC,2100,1,1,500,N/A,Apartment,"Addition Living 1 BR APT Rental 1503-1133 Hornby St Vancouver: VADA This is a junior 1 bedroom and den apartment rental with 1 parking stall, and 1 storage locker at Addition in Yaletown. Designed ...",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1737977798,89673f9ec0ce754ba302215e3ef5c7a5,N/A,N/A,N/A,N/A,N/A,N/A,1
Furnished 2bd/2ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-2bd-2ba-at-ubc/1734736052,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",6005 Walter Gage Road,Vancouver,Vancouver,BC,4590,2,2,713,N/A,N/A,"Furnished 2bd/2ba at UBC WESTPOINT | 6005 WALTER GAGE ROAD Set on the prestigious University of British Columbia (UBC) campus, Westpoint places you in a unique setting where natural surroundings meet ...",N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1734736052,ecc229fd4ebe4bf91982a11e73a3668c,N/A,N/A,N/A,N/A,N/A,N/A,1
Furnished 2bd/2ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-2bd-2ba-at-ubc/1734735593,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",6005 Walter Gage Road,Vancouver,Vancouver,BC,4900,2,2,808,N/A,N/A,"Furnished 2bd/2ba at UBC WESTPOINT | 6005 WALTER GAGE ROAD Set on the prestigious University of British Columbia (UBC) campus, Westpoint places you in a unique setting where natural surroundings meet ...",N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1734735593,9295a13f4004f7e85698fc6e6d578491,N/A,N/A,N/A,N/A,N/A,N/A,1
Very large live/work studio in artist building,https://www.kijiji.ca/v-apartments-condos/vancouver/very-large-live-work-studio-in-artist-building/1734735865,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"321 Railway Street, Vancouver, BC, V6A 1A4",321 Railway Street,Vancouver,Vancouver,BC,2250,Studio/Bachelor,1,820,N/A,Apartment,Very large live/work studio in artist building Live/work unit suitable for artists. Heat and hot water are included in the rent,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735865,05ac2af8674ef02bb8cea4b846f2ff1c,N/A,N/A,N/A,N/A,N/A,N/A,1
Furnished 1bd/1ba at UBC,https://www.kijiji.ca/v-apartments-condos/vancouver/furnished-1bd-1ba-at-ubc/1734736056,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"6005 Walter Gage Road, Vancouver, BC, V6T 2E8",6005 Walter Gage Road,Vancouver,Vancouver,BC,2600,1,1,374,N/A,N/A,"Furnished 1bd/1ba at UBC WESTPOINT | 6005 WALTER GAGE ROAD Set on the prestigious University of British Columbia (UBC) campus, Westpoint places you in a unique setting where natural surroundings meet ...",N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1734736056,afb80769fbec9f20e3ee84779ef66087,N/A,N/A,N/A,N/A,N/A,N/A,1
Erickson Tower 1 Bedroom Apartment Rental 1605-9541 Erickson Dri,https://www.kijiji.ca/v-apartments-condos/vancouver/erickson-tower-1-bedroom-apartment-rental-1605-9541-erickson-dri/1734736154,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"9541 Erickson Drive, Burnaby, BC, V3J 7N8",9541 Erickson Drive,Burnaby,Vancouver,BC,1850,1,1,806,N/A,Apartment,Erickson Tower 1 Bedroom Apartment Rental 1605-9541 Erickson Drive Burnaby: VADAPM.com This spacious 1 bedroom apartment rental at Erickson Tower is available for rent now! The suite offers a ...,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734736154,4d0b85bbdc7e28e246ea2e117d77d4eb,N/A,N/A,N/A,N/A,N/A,N/A,1
Barclay House 1 BR APT Rentals 1770 Barclay St Vancouver: VADA,https://www.kijiji.ca/v-apartments-condos/vancouver/barclay-house-1-br-apt-rentals-1770-barclay-st-vancouver:-vada/1734735538,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1770 Barclay Street, Vancouver, BC, V6G 1K5",1770 Barclay Street,Vancouver,Vancouver,BC,2000,1,1,600,N/A,Apartment,"Barclay House 1 BR APT Rentals 1770 Barclay St Vancouver: VADA About These Rentals Experience refined urban living at Barclay House, ideally situated at 1770 Barclay Street in the heart of ...",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735538,148629f7831e936d2ea0632206763665,N/A,N/A,N/A,N/A,N/A,N/A,1
1BR Special Offer,https://www.kijiji.ca/v-apartments-condos/vancouver/1br-special-offer/1734735258,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1225 Cardero Street, Vancouver, BC, V6G 2H8",1225 Cardero Street,Vancouver,Vancouver,BC,2260,1,1,579,N/A,Basement Suite,"1BR Special Offer Spring Move-in Special Up to 3 Months Free Rent on Select Suites Sign new lease by June 30, 2026 to unlock these savings* *Limited time offer. Subject to specific terms and ...",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735258,773007d5ce72dbe891ed31bf0191ec74,N/A,N/A,N/A,N/A,N/A,N/A,1
Studio *Special Offer Available*,https://www.kijiji.ca/v-apartments-condos/vancouver/studio-special-offer-available/1734735259,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1225 Cardero Street, Vancouver, BC, V6G 2H8",1225 Cardero Street,Vancouver,Vancouver,BC,2040,Studio/Bachelor,1,441,N/A,Basement Suite,"Studio *Special Offer Available* Spring Move-in Special Up to 3 Months Free Rent on Select Suites Sign new lease by June 30, 2026 to unlock these savings* *Limited time offer. Subject to specific ...",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735259,cf25317498720631647186e3847794a3,N/A,N/A,N/A,N/A,N/A,N/A,1
1 Bedroom 1 Bath,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-1-bath/1734735385,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1523 Davie Street, Vancouver, BC, V6G 3A2",1523 Davie Street,Vancouver,Vancouver,BC,2300,1,1,542,N/A,Apartment,1 Bedroom 1 Bath Only a small community will be able to say they live at “The Mansion”. ASK ABOUT OUR INCENTIVES! 1 indoor cat permitted. CMC has spared no expense to outfit The Mansion to include ...,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,1734735385,369f591c7d146132213f88bd8af3e768,N/A,N/A,N/A,N/A,N/A,N/A,1
Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chrom,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-1-bed-and-flex-apartment-rentals-at-chrom/1734735436,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1888 Scotia Street, Vancouver, BC, V5T 0L3",1888 Scotia Street,Vancouver,Vancouver,BC,2338,1,1,577,N/A,Apartment,Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chroma in False Creek TENANTS GET LIMITED TIME MOVE IN INCENTIVES &amp; PROMO PRICING. Pets are allowed. Parking and storage is available. ...,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735436,f160e083c476f3883af2d46357b87fd7,N/A,N/A,N/A,N/A,N/A,N/A,1
Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chrom,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-1-bed-and-flex-apartment-rentals-at-chrom/1734735449,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1888 Scotia Street, Vancouver, BC, V5T 0L3",1888 Scotia Street,Vancouver,Vancouver,BC,2452,1,1,625,N/A,Apartment,Brand New Pet Friendly 1 Bed and Flex Apartment Rentals at Chroma Off Main in South False Creek TENANTS GET LIMITED TIME MOVE IN INCENTIVES &amp; PROMO PRICING. Pets are allowed. Parking and storage is ...,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735449,12997b27748266b26fce590bdc94cf8c,N/A,N/A,N/A,N/A,N/A,N/A,1
Brand New Pet Friendly Studio Rentals at Chroma in False Creek,https://www.kijiji.ca/v-apartments-condos/vancouver/brand-new-pet-friendly-studio-rentals-at-chroma-in-false-creek/1734735450,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1888 Scotia Street, Vancouver, BC, V5T 0L3",1888 Scotia Street,Vancouver,Vancouver,BC,1889,Studio/Bachelor,1,400,N/A,Studio,Brand New Pet Friendly Studio Rentals at Chroma in False Creek TENANTS GET LIMITED TIME MOVE IN INCENTIVES &amp; PROMO PRICING. Pets are allowed. Parking and storage is available. Tenants also get Modo ...,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735450,86c4cd900d02a45f95e646b94d8483c4,N/A,N/A,N/A,N/A,N/A,N/A,1
The Mansion,https://www.kijiji.ca/v-apartments-condos/vancouver/the-mansion/1734735387,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1523 Davie Street, Vancouver, BC, V6G 3A2",1523 Davie Street,Vancouver,Vancouver,BC,2500,1,1.5,725,N/A,Apartment,The Mansion Only a small community will be able to say they live at “The Mansion”. ASK ABOUT OUR INCENTIVES! 1 indoor cat permitted. CMC has spared no expense to outfit The Mansion to include the ...,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735387,81d514a80c1c511136aa14876b986df6,N/A,N/A,N/A,N/A,N/A,N/A,1
2 Level 2 Bed and Flex Loft Rentals at Chroma in South False Cre,https://www.kijiji.ca/v-apartments-condos/vancouver/2-level-2-bed-and-flex-loft-rentals-at-chroma-in-south-false-cre/1734735443,Kijiji.ca,N/A,N/A,N/A,2026-06-07,2026-06-07,active,"1888 Scotia Street, Vancouver, BC, V5T 0L3",1888 Scotia Street,Vancouver,Vancouver,BC,4310,2,1,912,N/A,N/A,"2 Level 2 Bed and Flex Loft Rentals at Chroma in South False Creek, Vancouver TENANTS GET LIMITED TIME MOVE IN INCENTIVES &amp; PROMO PRICING. Pets are allowed. Parking and storage is available. Tenants ...",N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,1734735443,784b640a5fd8cb4ef8fbe7b7864cf1e8,N/A,N/A,N/A,N/A,N/A,N/A,1
